file 	lang 	files 	blanks 	comments 	code
F:\ALIFE\cloc\2018-05-04-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-05-04-AndroidV2-30_project.scv	HTML	1	9	0	38
F:\ALIFE\cloc\2018-05-04-AndroidV2-30_project_alpha.scv	Java	51	1111	343	4505
F:\ALIFE\cloc\2018-05-04-AndroidV2-30_project_alpha.scv	XML	40	525	61	3778
F:\ALIFE\cloc\2018-05-04-AndroidV2-31_android_demo.scv	Java	3	21	5	61
F:\ALIFE\cloc\2018-05-04-AndroidV2-31_android_demo.scv	XML	4	33	6	474
F:\ALIFE\cloc\2018-05-04-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-05-04-AndroidV2-31_android_full.scv	Java	3	21	27	50
F:\ALIFE\cloc\2018-05-04-AndroidV2-31_android_full.scv	XML	4	34	23	474
F:\ALIFE\cloc\2018-05-04-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-05-04-AndroidV2-31_android_lite.scv	Java	7	52	19	177
F:\ALIFE\cloc\2018-05-04-AndroidV2-31_android_lite.scv	XML	10	24	31	514
F:\ALIFE\cloc\2018-05-04-AndroidV2-32_blackberry_full.scv	Java	3	15	7	37
F:\ALIFE\cloc\2018-05-04-AndroidV2-32_blackberry_full.scv	XML	3	13	1	459
F:\ALIFE\cloc\2018-05-04-AndroidV2-32_blackberry_lite.scv	Java	7	52	7	168
F:\ALIFE\cloc\2018-05-04-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-05-04-AndroidV2-34_library_common_and.scv	Java	17	204	569	1056
F:\ALIFE\cloc\2018-05-04-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-05-04-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-05-04-AndroidV2-34_library_google_maps.scv	XML	10	24	4	283
F:\ALIFE\cloc\2018-05-04-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-05-04-AndroidV2-34_library_web_maps.scv	XML	4	9	0	39
F:\ALIFE\cloc\2018-05-04-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-05-04.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-05-04.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-05-04.scv	Ant	20	158	60	741
F:\ALIFE\cloc\2018-05-04.scv	HTML	2264	30522	21841	515720
F:\ALIFE\cloc\2018-05-04.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-05-04.scv	Javascript	587	27031	37572	139827
F:\ALIFE\cloc\2018-05-04.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-05-04.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-05-04.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-05-04.scv	Java	1253	35049	25581	125766
F:\ALIFE\cloc\2018-05-04.scv	CSS	169	9987	3754	53880
F:\ALIFE\cloc\2018-05-04.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-05-04.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-05-04.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-05-04.scv	XSD	15	348	4	3038
F:\ALIFE\cloc\2018-05-04.scv	Objective C	391	24436	16802	78021
F:\ALIFE\cloc\2018-05-04.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-05-04.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-05-04.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-05-04.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-05-04.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-05-04.scv	C/C++ Header	685	9120	20555	24345
F:\ALIFE\cloc\2018-05-04.scv	XML	726	8306	1214	157030
F:\ALIFE\cloc\2018-05-04.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-05-04.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-05-11-AndroidV2-30_project.scv	Java	307	8931	4024	34564
F:\ALIFE\cloc\2018-05-11-AndroidV2-30_project.scv	XML	302	3758	419	22486
F:\ALIFE\cloc\2018-05-11-AndroidV2-30_project.scv	Javascript	5	2331	3508	11003
F:\ALIFE\cloc\2018-05-11-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-05-11-AndroidV2-30_project.scv	HTML	1	9	0	38
F:\ALIFE\cloc\2018-05-11-AndroidV2-30_project_alpha.scv	Java	59	1278	337	5089
F:\ALIFE\cloc\2018-05-11-AndroidV2-30_project_alpha.scv	XML	42	548	57	3959
F:\ALIFE\cloc\2018-05-11-AndroidV2-31_android_demo.scv	Java	3	21	5	61
F:\ALIFE\cloc\2018-05-11-AndroidV2-31_android_demo.scv	XML	4	33	6	474
F:\ALIFE\cloc\2018-05-11-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-05-11-AndroidV2-31_android_full.scv	Java	3	21	27	50
F:\ALIFE\cloc\2018-05-11-AndroidV2-31_android_full.scv	XML	4	34	23	474
F:\ALIFE\cloc\2018-05-11-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-05-11-AndroidV2-31_android_lite.scv	Java	7	52	19	177
F:\ALIFE\cloc\2018-05-11-AndroidV2-31_android_lite.scv	XML	10	24	31	514
F:\ALIFE\cloc\2018-05-11-AndroidV2-32_blackberry_full.scv	Java	3	15	7	37
F:\ALIFE\cloc\2018-05-11-AndroidV2-32_blackberry_full.scv	XML	3	13	1	459
F:\ALIFE\cloc\2018-05-11-AndroidV2-32_blackberry_lite.scv	Java	7	52	7	168
F:\ALIFE\cloc\2018-05-11-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-05-11-AndroidV2-34_library_common_and.scv	Java	20	253	344	1202
F:\ALIFE\cloc\2018-05-11-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-05-11-AndroidV2-34_library_facebook.scv	Java	74	2734	6835	12223
F:\ALIFE\cloc\2018-05-11-AndroidV2-34_library_facebook.scv	XML	30	124	347	543
F:\ALIFE\cloc\2018-05-11-AndroidV2-34_library_facebook.scv	Ant	1	16	55	12
F:\ALIFE\cloc\2018-05-11-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-05-11-AndroidV2-34_library_google_maps.scv	XML	10	24	4	283
F:\ALIFE\cloc\2018-05-11-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-05-11-AndroidV2-34_library_web_maps.scv	XML	4	9	0	39
F:\ALIFE\cloc\2018-05-11-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-05-11.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-05-11.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-05-11.scv	Ant	21	174	115	753
F:\ALIFE\cloc\2018-05-11.scv	HTML	2272	30725	21869	516748
F:\ALIFE\cloc\2018-05-11.scv	JSON	4	0	0	4
F:\ALIFE\cloc\2018-05-11.scv	Javascript	615	27179	37801	142775
F:\ALIFE\cloc\2018-05-11.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-05-11.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-05-11.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-05-11.scv	Java	1392	38937	35885	141684
F:\ALIFE\cloc\2018-05-11.scv	CSS	179	10193	3911	55270
F:\ALIFE\cloc\2018-05-11.scv	Visualforce Component	17	0	0	154
F:\ALIFE\cloc\2018-05-11.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-05-11.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-05-11.scv	XSD	17	397	4	3403
F:\ALIFE\cloc\2018-05-11.scv	Objective C	405	25179	17115	80321
F:\ALIFE\cloc\2018-05-11.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-05-11.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-05-11.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-05-11.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-05-11.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-05-11.scv	C/C++ Header	698	9267	20686	24714
F:\ALIFE\cloc\2018-05-11.scv	XML	785	8889	1557	167340
F:\ALIFE\cloc\2018-05-11.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-05-11.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-05-18-AndroidV2-30_project.scv	Java	317	9147	4184	35484
F:\ALIFE\cloc\2018-05-18-AndroidV2-30_project.scv	XML	304	3821	419	22910
F:\ALIFE\cloc\2018-05-18-AndroidV2-30_project.scv	Javascript	5	2331	3508	11003
F:\ALIFE\cloc\2018-05-18-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-05-18-AndroidV2-30_project.scv	HTML	1	9	0	38
F:\ALIFE\cloc\2018-05-18-AndroidV2-30_project_alpha.scv	Java	71	1586	1208	6195
F:\ALIFE\cloc\2018-05-18-AndroidV2-30_project_alpha.scv	XML	50	822	207	6012
F:\ALIFE\cloc\2018-05-18-AndroidV2-30_project_alpha.scv	Javascript	10	2393	3598	11666
F:\ALIFE\cloc\2018-05-18-AndroidV2-30_project_alpha.scv	HTML	6	51	0	250
F:\ALIFE\cloc\2018-05-18-AndroidV2-31_android_demo.scv	Java	3	20	5	56
F:\ALIFE\cloc\2018-05-18-AndroidV2-31_android_demo.scv	XML	4	31	11	473
F:\ALIFE\cloc\2018-05-18-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-05-18-AndroidV2-31_android_full.scv	Java	3	17	17	41
F:\ALIFE\cloc\2018-05-18-AndroidV2-31_android_full.scv	XML	4	27	12	472
F:\ALIFE\cloc\2018-05-18-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-05-18-AndroidV2-31_android_lite.scv	Java	8	64	21	215
F:\ALIFE\cloc\2018-05-18-AndroidV2-31_android_lite.scv	XML	10	31	35	524
F:\ALIFE\cloc\2018-05-18-AndroidV2-32_blackberry_full.scv	Java	3	15	7	37
F:\ALIFE\cloc\2018-05-18-AndroidV2-32_blackberry_full.scv	XML	3	13	1	459
F:\ALIFE\cloc\2018-05-18-AndroidV2-32_blackberry_lite.scv	Java	7	52	7	168
F:\ALIFE\cloc\2018-05-18-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_common_and.scv	Java	19	249	145	1202
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_facebook.scv	Java	74	2734	6835	12223
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_facebook.scv	XML	28	116	323	487
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_facebook.scv	Ant	1	16	55	12
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_google_maps.scv	XML	10	23	4	283
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_google_maps2.scv	XML	9	26	29	180
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_web_maps.scv	XML	4	9	0	37
F:\ALIFE\cloc\2018-05-18-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-05-18.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-05-18.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-05-18.scv	Ant	21	174	115	753
F:\ALIFE\cloc\2018-05-18.scv	HTML	2278	30776	21869	516998
F:\ALIFE\cloc\2018-05-18.scv	JSON	4	0	0	4
F:\ALIFE\cloc\2018-05-18.scv	Javascript	621	27253	37909	143581
F:\ALIFE\cloc\2018-05-18.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-05-18.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-05-18.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-05-18.scv	Java	1417	39482	36712	143779
F:\ALIFE\cloc\2018-05-18.scv	CSS	179	10193	3911	55270
F:\ALIFE\cloc\2018-05-18.scv	Visualforce Component	17	0	0	154
F:\ALIFE\cloc\2018-05-18.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-05-18.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-05-18.scv	XSD	17	397	4	3403
F:\ALIFE\cloc\2018-05-18.scv	Objective C	412	25793	17298	82835
F:\ALIFE\cloc\2018-05-18.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-05-18.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-05-18.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-05-18.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-05-18.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-05-18.scv	C/C++ Header	706	9376	20799	25039
F:\ALIFE\cloc\2018-05-18.scv	XML	800	9356	1710	170617
F:\ALIFE\cloc\2018-05-18.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-05-18.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-05-25-AndroidV2-30_project.scv	Java	318	9211	4186	35762
F:\ALIFE\cloc\2018-05-25-AndroidV2-30_project.scv	XML	305	3859	419	23025
F:\ALIFE\cloc\2018-05-25-AndroidV2-30_project.scv	Javascript	5	2331	3508	11003
F:\ALIFE\cloc\2018-05-25-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-05-25-AndroidV2-30_project.scv	HTML	1	9	0	38
F:\ALIFE\cloc\2018-05-25-AndroidV2-30_project_alpha.scv	Java	66	1527	190	6381
F:\ALIFE\cloc\2018-05-25-AndroidV2-30_project_alpha.scv	XML	51	1160	299	7081
F:\ALIFE\cloc\2018-05-25-AndroidV2-30_project_alpha.scv	Javascript	10	2393	3598	11666
F:\ALIFE\cloc\2018-05-25-AndroidV2-30_project_alpha.scv	HTML	6	51	0	250
F:\ALIFE\cloc\2018-05-25-AndroidV2-31_android_demo.scv	Java	3	20	5	56
F:\ALIFE\cloc\2018-05-25-AndroidV2-31_android_demo.scv	XML	4	31	11	473
F:\ALIFE\cloc\2018-05-25-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-05-25-AndroidV2-31_android_full.scv	Java	3	17	17	41
F:\ALIFE\cloc\2018-05-25-AndroidV2-31_android_full.scv	XML	4	27	12	472
F:\ALIFE\cloc\2018-05-25-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-05-25-AndroidV2-31_android_lite.scv	Java	8	64	21	215
F:\ALIFE\cloc\2018-05-25-AndroidV2-31_android_lite.scv	XML	10	31	35	524
F:\ALIFE\cloc\2018-05-25-AndroidV2-32_blackberry_full.scv	Java	3	15	7	37
F:\ALIFE\cloc\2018-05-25-AndroidV2-32_blackberry_full.scv	XML	3	13	1	459
F:\ALIFE\cloc\2018-05-25-AndroidV2-32_blackberry_lite.scv	Java	7	52	7	168
F:\ALIFE\cloc\2018-05-25-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_common_and.scv	Java	20	268	146	1247
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_facebook.scv	Java	74	2734	6835	12223
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_facebook.scv	XML	28	116	323	487
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_facebook.scv	Ant	1	16	55	12
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_google_maps.scv	XML	10	23	4	283
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_google_maps2.scv	Java	2	45	1	185
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_google_maps2.scv	XML	14	30	29	232
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_web_maps.scv	XML	4	9	0	37
F:\ALIFE\cloc\2018-05-25-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-05-25.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-05-25.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-05-25.scv	Ant	21	174	115	753
F:\ALIFE\cloc\2018-05-25.scv	HTML	2278	30776	21869	516998
F:\ALIFE\cloc\2018-05-25.scv	JSON	4	0	0	4
F:\ALIFE\cloc\2018-05-25.scv	TypeScript	1	0	0	33
F:\ALIFE\cloc\2018-05-25.scv	IDL	2	1	0	5
F:\ALIFE\cloc\2018-05-25.scv	Javascript	621	27253	37909	143581
F:\ALIFE\cloc\2018-05-25.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-05-25.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-05-25.scv	make	5	33	21	441
F:\ALIFE\cloc\2018-05-25.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-05-25.scv	Java	1421	39629	35703	144807
F:\ALIFE\cloc\2018-05-25.scv	CSS	179	10193	3911	55270
F:\ALIFE\cloc\2018-05-25.scv	C++	18	318	201	1749
F:\ALIFE\cloc\2018-05-25.scv	Visualforce Component	17	0	0	154
F:\ALIFE\cloc\2018-05-25.scv	JSP	137	2522	2143	12879
F:\ALIFE\cloc\2018-05-25.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-05-25.scv	XSD	17	397	4	3403
F:\ALIFE\cloc\2018-05-25.scv	Objective C	413	25886	17374	83290
F:\ALIFE\cloc\2018-05-25.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-05-25.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-05-25.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-05-25.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-05-25.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-05-25.scv	C/C++ Header	712	9418	20847	25177
F:\ALIFE\cloc\2018-05-25.scv	QML	1	5	1	45
F:\ALIFE\cloc\2018-05-25.scv	XML	813	9895	1891	172732
F:\ALIFE\cloc\2018-05-25.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-05-25.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-06-01-AndroidV2-30_project.scv	Java	351	10299	4318	40396
F:\ALIFE\cloc\2018-06-01-AndroidV2-30_project.scv	XML	327	4617	680	27387
F:\ALIFE\cloc\2018-06-01-AndroidV2-30_project.scv	Javascript	11	2779	4046	13330
F:\ALIFE\cloc\2018-06-01-AndroidV2-30_project.scv	HTML	6	51	0	265
F:\ALIFE\cloc\2018-06-01-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-06-01-AndroidV2-30_project_alpha.scv	Java	29	491	109	2100
F:\ALIFE\cloc\2018-06-01-AndroidV2-30_project_alpha.scv	XML	28	345	13	3004
F:\ALIFE\cloc\2018-06-01-AndroidV2-30_project_alpha.scv	Javascript	11	2779	4046	13330
F:\ALIFE\cloc\2018-06-01-AndroidV2-30_project_alpha.scv	HTML	6	51	0	265
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_demo.scv	Java	3	20	5	56
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_demo.scv	XML	4	31	11	473
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_demo.scv	Javascript	10	2393	3598	11681
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_demo.scv	HTML	6	51	0	250
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_full.scv	Java	3	19	17	50
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_full.scv	XML	4	26	14	546
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_full.scv	Javascript	11	2779	4046	13330
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_full.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_lite.scv	Java	8	69	21	240
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_lite.scv	XML	10	32	40	613
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_lite.scv	Javascript	11	2779	4046	13330
F:\ALIFE\cloc\2018-06-01-AndroidV2-31_android_lite.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-01-AndroidV2-32_blackberry_full.scv	Java	3	13	17	25
F:\ALIFE\cloc\2018-06-01-AndroidV2-32_blackberry_full.scv	XML	3	9	3	514
F:\ALIFE\cloc\2018-06-01-AndroidV2-32_blackberry_lite.scv	Java	7	52	7	168
F:\ALIFE\cloc\2018-06-01-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_common_and.scv	Java	20	268	148	1245
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_facebook.scv	Java	74	2734	6835	12223
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_facebook.scv	XML	29	120	335	515
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_facebook.scv	Ant	1	16	55	12
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_google_maps.scv	XML	10	23	4	283
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_google_maps2.scv	Java	3	52	1	198
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_google_maps2.scv	XML	15	38	32	271
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_web_maps.scv	XML	4	9	0	37
F:\ALIFE\cloc\2018-06-01-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-06-01.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-06-01.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-06-01.scv	Ant	21	174	115	753
F:\ALIFE\cloc\2018-06-01.scv	HTML	2281	30800	21869	517149
F:\ALIFE\cloc\2018-06-01.scv	JSON	4	0	0	4
F:\ALIFE\cloc\2018-06-01.scv	TypeScript	1	0	0	33
F:\ALIFE\cloc\2018-06-01.scv	IDL	2	1	0	5
F:\ALIFE\cloc\2018-06-01.scv	Javascript	621	27627	38339	145102
F:\ALIFE\cloc\2018-06-01.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-06-01.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-06-01.scv	make	5	33	21	441
F:\ALIFE\cloc\2018-06-01.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-06-01.scv	Java	1422	39749	35782	145365
F:\ALIFE\cloc\2018-06-01.scv	CSS	179	10193	3911	55270
F:\ALIFE\cloc\2018-06-01.scv	C++	18	318	201	1749
F:\ALIFE\cloc\2018-06-01.scv	Visualforce Component	17	0	0	154
F:\ALIFE\cloc\2018-06-01.scv	JSP	137	2522	2143	12879
F:\ALIFE\cloc\2018-06-01.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-06-01.scv	XSD	17	397	4	3403
F:\ALIFE\cloc\2018-06-01.scv	Objective C	417	26036	17311	83913
F:\ALIFE\cloc\2018-06-01.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-06-01.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-06-01.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-06-01.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-06-01.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-06-01.scv	C/C++ Header	738	9762	21626	25788
F:\ALIFE\cloc\2018-06-01.scv	QML	1	5	1	45
F:\ALIFE\cloc\2018-06-01.scv	XML	814	10004	1895	174146
F:\ALIFE\cloc\2018-06-01.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-06-01.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-06-08-AndroidV2-30_project.scv	Java	359	10345	4186	40251
F:\ALIFE\cloc\2018-06-08-AndroidV2-30_project.scv	XML	331	4377	707	26252
F:\ALIFE\cloc\2018-06-08-AndroidV2-30_project.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-08-AndroidV2-30_project.scv	HTML	6	51	0	265
F:\ALIFE\cloc\2018-06-08-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-06-08-AndroidV2-30_project_alpha.scv	Java	29	547	85	2108
F:\ALIFE\cloc\2018-06-08-AndroidV2-30_project_alpha.scv	XML	28	286	15	2517
F:\ALIFE\cloc\2018-06-08-AndroidV2-30_project_alpha.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-08-AndroidV2-30_project_alpha.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_demo.scv	Java	3	20	5	60
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_demo.scv	XML	4	16	13	546
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_demo.scv	Javascript	10	2393	3598	11681
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_demo.scv	HTML	6	51	0	250
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_full.scv	Java	3	18	17	48
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_full.scv	XML	4	26	14	546
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_full.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_full.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_lite.scv	Java	8	69	21	240
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_lite.scv	XML	10	32	40	613
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_lite.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-08-AndroidV2-31_android_lite.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-08-AndroidV2-32_blackberry_full.scv	Java	3	13	17	23
