file 	lang 	files 	blanks 	comments 	code
F:\ALIFE\cloc\2017-11-17.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2017-11-17.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2017-11-24-AndroidV2-30_project.scv	Java	238	6267	3406	24068
F:\ALIFE\cloc\2017-11-24-AndroidV2-30_project.scv	XML	197	1753	386	13475
F:\ALIFE\cloc\2017-11-24.scv	C#	88	1176	2273	5415
F:\ALIFE\cloc\2017-11-24.scv	XAML	17	52	50	677
F:\ALIFE\cloc\2017-11-24.scv	Java	768	19935	18011	65167
F:\ALIFE\cloc\2017-11-24.scv	CSS	145	8439	3046	42951
F:\ALIFE\cloc\2017-11-24.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2017-11-24.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2017-11-24.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2017-11-24.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2017-11-24.scv	MSBuild script	2	0	14	439
F:\ALIFE\cloc\2017-11-24.scv	XSD	8	215	3	1983
F:\ALIFE\cloc\2017-11-24.scv	HTML	1302	21825	16819	305679
F:\ALIFE\cloc\2017-11-24.scv	Objective C	265	12032	10159	35578
F:\ALIFE\cloc\2017-11-24.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2017-11-24.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2017-11-24.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2017-11-24.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2017-11-24.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2017-11-24.scv	C/C++ Header	477	5833	11722	15354
F:\ALIFE\cloc\2017-11-24.scv	XML	394	3186	747	95117
F:\ALIFE\cloc\2017-11-24.scv	Javascript	183	17071	24572	78218
F:\ALIFE\cloc\2017-11-24.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2017-11-24.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2017-11-24.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2017-12-01-AndroidV2-30_project.scv	Java	241	6558	3424	25232
F:\ALIFE\cloc\2017-12-01-AndroidV2-30_project.scv	XML	203	1936	386	14628
F:\ALIFE\cloc\2017-12-01.scv	C#	88	1196	2286	5437
F:\ALIFE\cloc\2017-12-01.scv	XAML	16	51	51	709
F:\ALIFE\cloc\2017-12-01.scv	Java	799	21615	18778	71961
F:\ALIFE\cloc\2017-12-01.scv	CSS	145	8458	3046	43036
F:\ALIFE\cloc\2017-12-01.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2017-12-01.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2017-12-01.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2017-12-01.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2017-12-01.scv	MSBuild script	2	0	14	443
F:\ALIFE\cloc\2017-12-01.scv	XSD	8	215	3	1983
F:\ALIFE\cloc\2017-12-01.scv	HTML	1309	21921	16866	306343
F:\ALIFE\cloc\2017-12-01.scv	Objective C	153	7769	5780	24578
F:\ALIFE\cloc\2017-12-01.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2017-12-01.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2017-12-01.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2017-12-01.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2017-12-01.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2017-12-01.scv	C/C++ Header	348	4149	8900	11439
F:\ALIFE\cloc\2017-12-01.scv	XML	423	3783	859	99512
F:\ALIFE\cloc\2017-12-01.scv	Javascript	183	17071	24572	78218
F:\ALIFE\cloc\2017-12-01.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2017-12-01.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2017-12-01.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2017-12-08-AndroidV2-30_project.scv	Java	249	6776	3472	26128
F:\ALIFE\cloc\2017-12-08-AndroidV2-30_project.scv	XML	212	2002	388	15009
F:\ALIFE\cloc\2017-12-08.scv	C#	59	939	1891	4629
F:\ALIFE\cloc\2017-12-08.scv	XAML	19	67	59	1027
F:\ALIFE\cloc\2017-12-08.scv	Java	818	22157	19002	73887
F:\ALIFE\cloc\2017-12-08.scv	CSS	145	8458	3046	43036
F:\ALIFE\cloc\2017-12-08.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2017-12-08.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2017-12-08.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2017-12-08.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2017-12-08.scv	MSBuild script	2	0	14	465
F:\ALIFE\cloc\2017-12-08.scv	XSD	8	215	3	1983
F:\ALIFE\cloc\2017-12-08.scv	HTML	1309	21921	16866	306343
F:\ALIFE\cloc\2017-12-08.scv	Objective C	197	9913	7351	31392
F:\ALIFE\cloc\2017-12-08.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2017-12-08.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2017-12-08.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2017-12-08.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2017-12-08.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2017-12-08.scv	C/C++ Header	370	4352	9145	11803
F:\ALIFE\cloc\2017-12-08.scv	XML	433	3849	861	99866
F:\ALIFE\cloc\2017-12-08.scv	Javascript	183	17071	24572	78218
F:\ALIFE\cloc\2017-12-08.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2017-12-08.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2017-12-08.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2017-12-15-AndroidV2-30_project.scv	Java	260	7104	3487	27284
F:\ALIFE\cloc\2017-12-15-AndroidV2-30_project.scv	XML	224	2216	389	15654
F:\ALIFE\cloc\2017-12-15.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2017-12-15.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2017-12-15.scv	Java	851	23005	19180	76799
F:\ALIFE\cloc\2017-12-15.scv	CSS	145	8458	3046	43036
F:\ALIFE\cloc\2017-12-15.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2017-12-15.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2017-12-15.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2017-12-15.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2017-12-15.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2017-12-15.scv	XSD	10	244	3	2223
F:\ALIFE\cloc\2017-12-15.scv	HTML	1309	21921	16866	306343
F:\ALIFE\cloc\2017-12-15.scv	Objective C	209	11042	8054	34851
F:\ALIFE\cloc\2017-12-15.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2017-12-15.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2017-12-15.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2017-12-15.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2017-12-15.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2017-12-15.scv	C/C++ Header	379	4495	9268	12091
F:\ALIFE\cloc\2017-12-15.scv	XML	449	4086	863	100736
F:\ALIFE\cloc\2017-12-15.scv	Javascript	183	17071	24572	78218
F:\ALIFE\cloc\2017-12-15.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2017-12-15.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2017-12-15.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2017-12-15.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2017-12-22-AndroidV2-30_project.scv	Java	265	7273	3668	27954
F:\ALIFE\cloc\2017-12-22-AndroidV2-30_project.scv	XML	225	2245	366	16165
F:\ALIFE\cloc\2017-12-22.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2017-12-22.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2017-12-22.scv	Java	856	23189	19364	77488
F:\ALIFE\cloc\2017-12-22.scv	CSS	145	8458	3046	43036
F:\ALIFE\cloc\2017-12-22.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2017-12-22.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2017-12-22.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2017-12-22.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2017-12-22.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2017-12-22.scv	XSD	12	272	3	2466
F:\ALIFE\cloc\2017-12-22.scv	HTML	1309	21921	16866	306343
F:\ALIFE\cloc\2017-12-22.scv	Objective C	220	11978	8797	37388
F:\ALIFE\cloc\2017-12-22.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2017-12-22.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2017-12-22.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2017-12-22.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2017-12-22.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2017-12-22.scv	C/C++ Header	390	4637	9397	12495
F:\ALIFE\cloc\2017-12-22.scv	XML	450	4115	840	101247
F:\ALIFE\cloc\2017-12-22.scv	Javascript	183	17071	24572	78218
F:\ALIFE\cloc\2017-12-22.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2017-12-22.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2017-12-22.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2017-12-22.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2017-12-29-AndroidV2-30_project.scv	Java	265	7273	3668	27954
F:\ALIFE\cloc\2017-12-29-AndroidV2-30_project.scv	XML	225	2245	366	16165
F:\ALIFE\cloc\2017-12-29.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2017-12-29.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2017-12-29.scv	Java	856	23189	19364	77488
F:\ALIFE\cloc\2017-12-29.scv	CSS	145	8458	3046	43036
F:\ALIFE\cloc\2017-12-29.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2017-12-29.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2017-12-29.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2017-12-29.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2017-12-29.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2017-12-29.scv	XSD	12	272	3	2466
F:\ALIFE\cloc\2017-12-29.scv	HTML	1309	21921	16866	306343
F:\ALIFE\cloc\2017-12-29.scv	Objective C	220	11978	8797	37388
F:\ALIFE\cloc\2017-12-29.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2017-12-29.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2017-12-29.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2017-12-29.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2017-12-29.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2017-12-29.scv	C/C++ Header	390	4637	9397	12495
F:\ALIFE\cloc\2017-12-29.scv	XML	450	4115	840	101247
F:\ALIFE\cloc\2017-12-29.scv	Javascript	183	17071	24572	78218
F:\ALIFE\cloc\2017-12-29.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2017-12-29.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2017-12-29.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2017-12-29.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-01-05-AndroidV2-30_project.scv	Java	268	7410	3710	28535
F:\ALIFE\cloc\2018-01-05-AndroidV2-30_project.scv	XML	228	2265	382	16292
F:\ALIFE\cloc\2018-01-05.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-01-05.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-01-05.scv	Java	867	23609	19555	79566
F:\ALIFE\cloc\2018-01-05.scv	CSS	145	8458	3046	43036
F:\ALIFE\cloc\2018-01-05.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2018-01-05.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-01-05.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-01-05.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-01-05.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-01-05.scv	XSD	12	272	3	2466
F:\ALIFE\cloc\2018-01-05.scv	HTML	1309	21921	16866	306343
F:\ALIFE\cloc\2018-01-05.scv	Objective C	220	12044	8802	37753
F:\ALIFE\cloc\2018-01-05.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-01-05.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-01-05.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-01-05.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-01-05.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-01-05.scv	C/C++ Header	391	4681	9420	12610
F:\ALIFE\cloc\2018-01-05.scv	XML	454	4137	856	101386
F:\ALIFE\cloc\2018-01-05.scv	Javascript	183	17071	24572	78218
F:\ALIFE\cloc\2018-01-05.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-01-05.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-01-05.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-01-05.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-01-12-AndroidV2-30_project.scv	Java	273	7706	3876	30020
F:\ALIFE\cloc\2018-01-12-AndroidV2-30_project.scv	XML	235	2313	388	16709
F:\ALIFE\cloc\2018-01-12.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-01-12.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-01-12.scv	Java	875	23993	19835	81329
F:\ALIFE\cloc\2018-01-12.scv	CSS	145	8458	3046	43036
F:\ALIFE\cloc\2018-01-12.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2018-01-12.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-01-12.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-01-12.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-01-12.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-01-12.scv	XSD	12	272	3	2466
F:\ALIFE\cloc\2018-01-12.scv	HTML	1309	21921	16866	306343
F:\ALIFE\cloc\2018-01-12.scv	Objective C	227	12384	9016	38884
F:\ALIFE\cloc\2018-01-12.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-01-12.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-01-12.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-01-12.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-01-12.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-01-12.scv	C/C++ Header	403	4857	9603	13038
F:\ALIFE\cloc\2018-01-12.scv	XML	461	4185	862	101803
F:\ALIFE\cloc\2018-01-12.scv	Javascript	183	17071	24572	78218
F:\ALIFE\cloc\2018-01-12.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-01-12.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-01-12.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-01-12.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-01-19-AndroidV2-30_project.scv	Java	275	7928	3880	31168
F:\ALIFE\cloc\2018-01-19-AndroidV2-30_project.scv	XML	246	2391	396	16932
F:\ALIFE\cloc\2018-01-19.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-01-19.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-01-19.scv	Java	886	24428	19874	83370
F:\ALIFE\cloc\2018-01-19.scv	CSS	145	8458	3046	43036
F:\ALIFE\cloc\2018-01-19.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2018-01-19.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-01-19.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-01-19.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-01-19.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-01-19.scv	XSD	12	272	3	2466
F:\ALIFE\cloc\2018-01-19.scv	HTML	1309	21921	16866	306343
F:\ALIFE\cloc\2018-01-19.scv	Objective C	247	13961	9940	44214
F:\ALIFE\cloc\2018-01-19.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-01-19.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-01-19.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-01-19.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-01-19.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-01-19.scv	C/C++ Header	413	5053	9796	13525
F:\ALIFE\cloc\2018-01-19.scv	XML	501	4520	921	103837
F:\ALIFE\cloc\2018-01-19.scv	Javascript	183	17071	24572	78218
F:\ALIFE\cloc\2018-01-19.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-01-19.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-01-19.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-01-19.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-01-26-AndroidV2-30_project.scv	Java	278	8162	3939	32207
F:\ALIFE\cloc\2018-01-26-AndroidV2-30_project.scv	XML	255	2472	400	17457
F:\ALIFE\cloc\2018-01-26.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-01-26.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-01-26.scv	Java	891	24700	19951	84568
F:\ALIFE\cloc\2018-01-26.scv	CSS	145	8458	3046	43036
F:\ALIFE\cloc\2018-01-26.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2018-01-26.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-01-26.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-01-26.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-01-26.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-01-26.scv	XSD	12	272	3	2466
F:\ALIFE\cloc\2018-01-26.scv	HTML	1309	21921	16866	306343
F:\ALIFE\cloc\2018-01-26.scv	Objective C	266	15111	10781	48036
F:\ALIFE\cloc\2018-01-26.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-01-26.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-01-26.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-01-26.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-01-26.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-01-26.scv	C/C++ Header	431	5248	9991	13990
F:\ALIFE\cloc\2018-01-26.scv	XML	512	4616	926	104471
F:\ALIFE\cloc\2018-01-26.scv	Javascript	183	17071	24572	78218
F:\ALIFE\cloc\2018-01-26.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-01-26.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-01-26.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-01-26.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-02-02-AndroidV2-30_project.scv	Java	285	8358	4015	33000
F:\ALIFE\cloc\2018-02-02-AndroidV2-30_project.scv	XML	270	2605	397	18242
F:\ALIFE\cloc\2018-02-02-AndroidV2-30_project.scv	XSLT	1	10	0	156
F:\ALIFE\cloc\2018-02-02.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-02-02.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-02-02.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-02-02.scv	HTML	1309	21921	16866	306343
F:\ALIFE\cloc\2018-02-02.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-02-02.scv	Javascript	186	18993	27370	84541
F:\ALIFE\cloc\2018-02-02.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-02-02.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-02-02.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-02-02.scv	Java	902	25043	20096	85928
F:\ALIFE\cloc\2018-02-02.scv	CSS	146	8465	3221	46199
F:\ALIFE\cloc\2018-02-02.scv	Visualforce Component	13	0	0	118
F:\ALIFE\cloc\2018-02-02.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-02-02.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-02-02.scv	XSD	12	272	3	2466
F:\ALIFE\cloc\2018-02-02.scv	Objective C	279	15818	11233	50640
F:\ALIFE\cloc\2018-02-02.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-02-02.scv	XSLT	1	10	0	156
F:\ALIFE\cloc\2018-02-02.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-02-02.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-02-02.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-02-02.scv	C/C++ Header	544	6979	12367	16895
F:\ALIFE\cloc\2018-02-02.scv	XML	527	4749	923	105256
F:\ALIFE\cloc\2018-02-02.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-02-02.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-02-09-AndroidV2-30_project.scv	Java	284	8360	4089	33041
F:\ALIFE\cloc\2018-02-09-AndroidV2-30_project.scv	XML	277	3369	396	20250
F:\ALIFE\cloc\2018-02-09-AndroidV2-30_project.scv	XSLT	1	45	0	226
F:\ALIFE\cloc\2018-02-09.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-02-09.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-02-09.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-02-09.scv	HTML	1316	22139	16958	307422
F:\ALIFE\cloc\2018-02-09.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-02-09.scv	Javascript	197	22175	31747	98883
F:\ALIFE\cloc\2018-02-09.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-02-09.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-02-09.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-02-09.scv	Java	904	25139	20253	86355
F:\ALIFE\cloc\2018-02-09.scv	CSS	153	8550	3260	46990
F:\ALIFE\cloc\2018-02-09.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-02-09.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-02-09.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-02-09.scv	XSD	12	272	3	2466
F:\ALIFE\cloc\2018-02-09.scv	Objective C	281	15945	11319	51010
F:\ALIFE\cloc\2018-02-09.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-02-09.scv	XSLT	1	45	0	226
F:\ALIFE\cloc\2018-02-09.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-02-09.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-02-09.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-02-09.scv	C/C++ Header	545	6993	12378	16926
F:\ALIFE\cloc\2018-02-09.scv	XML	539	5569	930	107634
F:\ALIFE\cloc\2018-02-09.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-02-09.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-02-16-AndroidV2-30_project.scv	Java	280	8319	4150	32815
F:\ALIFE\cloc\2018-02-16-AndroidV2-30_project.scv	XML	273	3370	396	20226
F:\ALIFE\cloc\2018-02-16-AndroidV2-30_project.scv	XSLT	1	48	0	249
F:\ALIFE\cloc\2018-02-16.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-02-16.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-02-16.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-02-16.scv	HTML	1316	22139	16958	307422
F:\ALIFE\cloc\2018-02-16.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-02-16.scv	Javascript	197	22175	31747	98883
F:\ALIFE\cloc\2018-02-16.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-02-16.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-02-16.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-02-16.scv	Java	915	25355	20441	87405
F:\ALIFE\cloc\2018-02-16.scv	CSS	153	8550	3260	46990
F:\ALIFE\cloc\2018-02-16.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-02-16.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-02-16.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-02-16.scv	XSD	12	272	3	2466
F:\ALIFE\cloc\2018-02-16.scv	Objective C	309	17404	12205	55042
F:\ALIFE\cloc\2018-02-16.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-02-16.scv	XSLT	2	96	0	498
F:\ALIFE\cloc\2018-02-16.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-02-16.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-02-16.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-02-16.scv	C/C++ Header	570	7260	12668	17419
F:\ALIFE\cloc\2018-02-16.scv	XML	554	5680	930	110480
F:\ALIFE\cloc\2018-02-16.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-02-16.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-02-23-AndroidV2-30_project.scv	Java	284	8490	4394	33356
F:\ALIFE\cloc\2018-02-23-AndroidV2-30_project.scv	XML	277	3386	393	20326
F:\ALIFE\cloc\2018-02-23-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-02-23.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-02-23.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-02-23.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-02-23.scv	HTML	1318	22146	16958	307560
F:\ALIFE\cloc\2018-02-23.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-02-23.scv	Javascript	199	22177	31754	99129
F:\ALIFE\cloc\2018-02-23.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-02-23.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-02-23.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-02-23.scv	Java	929	25726	20782	88687
F:\ALIFE\cloc\2018-02-23.scv	CSS	156	8593	3262	47237
F:\ALIFE\cloc\2018-02-23.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-02-23.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-02-23.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-02-23.scv	XSD	13	286	4	2587
F:\ALIFE\cloc\2018-02-23.scv	Objective C	322	18441	12985	58369
