File,Total Time,Coding %,Debugging %,Testing %,FC% Flow Complexity,OV% Object Vocabulary,OC% Object Conjuration,AI% Arithmetic Intricacy,DT% Data Transfer,ID% Inline Data,CS% Code Structure,CM% Comments,CCR Code to Comment Ratio,ECF Essential Comment Factor,CSM Code Structure Modularity,LD Logic Density,SDE Source Divergence Entropy,IDF Information Diversity Factor,OCF Object Convolution Factor,LLOC Logical Lines of Code,Multi Line Comments,Single Line Comments,High Quality Comments,Strings,Numeric Constants,Code Nature,Quality Notes Count,Quality Notes Detail,
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\help\activities\HelpActivity.java,21,51,29,19,9,62,14,2,6,0,6,1,71,210,142,55,37,142,23,58,0,63,42,3,2,Normal,0,
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\help\activities\InstructionsActivity.java,31,48,32,21,20,46,18,1,6,0,7,0,2,6,138,33,32,250,28,91,1,1,2,0,12,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\help\activities\InstructionsPageFragment.java,19,51,30,19,6,65,17,0,6,0,6,0,1,8,71,53,31,163,22,64,0,1,1,3,10,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\help\activities\MoreAboutScreen.java,6,53,28,19,1,75,11,0,4,0,8,0,0,0,191,13,25,93,20,14,0,0,0,0,0,Normal,1,* Code structure may be too fragmented. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\help\activities\MoreCopyrightActivity.java,7,51,29,19,9,67,11,0,6,0,7,0,0,0,198,20,33,100,24,14,0,0,0,0,0,Normal,0,
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\help\activities\MoreTabActivity.java,21,48,31,21,20,48,19,0,7,0,6,0,0,0,130,45,38,242,38,45,0,0,0,2,5,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\graph\BloodPressureGraphFragment.java,21,48,31,21,23,52,13,0,6,0,5,0,0,0,110,52,47,155,34,35,0,1,0,10,1,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\graph\BloodSugarGraphFragment.java,22,48,31,21,24,46,14,2,7,1,7,0,0,0,149,29,48,196,31,46,0,1,0,32,9,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\graph\BodyFatGraphFragment.java,17,49,30,21,23,57,10,1,5,0,5,0,3,7,171,46,42,109,28,27,1,0,1,2,1,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\graph\GraphActivity.java,26,47,32,21,23,46,17,1,7,0,6,0,0,0,135,34,35,235,27,74,0,0,0,0,6,Normal,1,* Needs more comments. 
